Operation Name,Service,Duration,Logs
detect,pyServer,226830,"[log(ts=1681508773979095, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508774034684, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508774034727, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508774048951, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508774201294, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508774201404, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
frame_detection,pyClient,470077,
image frames/000014.jpg send to server for detection,pyClient,288924,
frame_detection,pyClient,523864,
image frames/000589.jpg post detection process,pyClient,91153,
detecting image: frames/000170.jpg,pyClient,395128,
image frames/000650.jpg post detection process,pyClient,88865,
image frames/000154.jpg send to server for detection,pyClient,254923,
detect,pyServer,63434,"[log(ts=1681508872155414, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508872180344, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508872180358, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508872187455, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508872217813, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508872217846, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
detecting image: frames/000131.jpg,pyClient,350489,
frame_detection,pyClient,422876,
image frames/000003.jpg post detection process,pyClient,97307,
image frames/000359.jpg send to server for detection,pyClient,275323,
image frames/001031.jpg send to server for detection,pyClient,324274,
detecting image: frames/000812.jpg,pyClient,368825,
detecting image: frames/000052.jpg,pyClient,423285,
image frames/000488.jpg post detection process,pyClient,92338,
image frames/000288.jpg send to server for detection,pyClient,254001,
image frames/000818.jpg send to server for detection,pyClient,223009,
detecting image: frames/001039.jpg,pyClient,403376,
image frames/000883.jpg send to server for detection,pyClient,232133,
detecting image: frames/000298.jpg,pyClient,397884,
image frames/000583.jpg post detection process,pyClient,88911,
image frames/001059.jpg send to server for detection,pyClient,219919,
detect,pyServer,175711,"[log(ts=1681508924583363, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508924654712, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508924654766, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508924676916, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508924757948, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508924757982, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
image frames/000918.jpg send to server for detection,pyClient,215932,
frame_detection,pyClient,461669,
image frames/000495.jpg send to server for detection,pyClient,228983,
frame_detection,pyClient,426424,
image frames/001140.jpg post detection process,pyClient,95248,
detect,pyServer,157928,"[log(ts=1681508755632679, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508755690733, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508755690791, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508755724474, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508755789351, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508755789394, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
detect,pyServer,110046,"[log(ts=1681508885184509, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508885246612, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508885246648, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508885257755, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508885293430, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508885293465, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
frame_detection,pyClient,422871,
image frames/000767.jpg send to server for detection,pyClient,259038,
image frames/000715.jpg send to server for detection,pyClient,222319,
detecting image: frames/000527.jpg,pyClient,276250,
frame_detection,pyClient,461611,
detecting image: frames/000792.jpg,pyClient,367419,
image frames/000950.jpg post detection process,pyClient,85671,
detect,pyServer,137507,"[log(ts=1681508897296592, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508897354866, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508897354942, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508897393163, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508897432976, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508897433010, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
frame_detection,pyClient,430402,
frame_detection,pyClient,459297,
detect,pyServer,118512,"[log(ts=1681509079264335, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681509079330594, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681509079330612, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681509079337830, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681509079381647, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681509079381686, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
image frames/000828.jpg send to server for detection,pyClient,256427,
image frames/000236.jpg send to server for detection,pyClient,262431,
image frames/000433.jpg post detection process,pyClient,91642,
detecting image: frames/000963.jpg,pyClient,357198,
detect,pyServer,81584,"[log(ts=1681508698741840, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508698759100, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508698759153, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508698776263, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508698822102, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508698822141, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
frame_detection,pyClient,415539,
detect,pyServer,105389,"[log(ts=1681508740362493, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508740402326, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508740402346, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508740410700, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508740466608, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508740466652, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
detect,pyServer,148704,"[log(ts=1681508795515864, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508795574739, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508795574795, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508795606229, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508795663348, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508795663382, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
image frames/001107.jpg post detection process,pyClient,90858,
image frames/000687.jpg post detection process,pyClient,87305,
detecting image: frames/000513.jpg,pyClient,403857,
image frames/000770.jpg post detection process,pyClient,82043,
detecting image: frames/000419.jpg,pyClient,311606,
detect,pyServer,142245,"[log(ts=1681508687000964, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508687015845, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508687015907, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508687049746, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508687141882, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508687141927, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
frame_detection,pyClient,532669,
image frames/000050.jpg send to server for detection,pyClient,295667,
frame_detection,pyClient,468240,
detecting image: frames/000042.jpg,pyClient,326331,
detecting image: frames/000788.jpg,pyClient,333137,
image frames/000246.jpg post detection process,pyClient,90566,
frame_detection,pyClient,421006,
image frames/000835.jpg send to server for detection,pyClient,236780,
detecting image: frames/000583.jpg,pyClient,311077,
frame_detection,pyClient,407938,
detecting image: frames/000827.jpg,pyClient,374707,
detect,pyServer,136144,"[log(ts=1681508853208524, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508853227958, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508853228017, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508853262932, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508853343564, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508853343616, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
image frames/000018.jpg send to server for detection,pyClient,230932,
image frames/001001.jpg send to server for detection,pyClient,234949,
detecting image: frames/001082.jpg,pyClient,348989,
frame_detection,pyClient,481153,
detecting image: frames/001129.jpg,pyClient,325418,
frame_detection,pyClient,427254,
frame_detection,pyClient,400741,
image frames/000846.jpg post detection process,pyClient,88794,
frame_detection,pyClient,417976,
image frames/001066.jpg post detection process,pyClient,86130,
image frames/000176.jpg post detection process,pyClient,104650,
image frames/000969.jpg post detection process,pyClient,88680,
detect,pyServer,172047,"[log(ts=1681509016562259, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681509016634590, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681509016634611, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681509016645217, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681509016733279, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681509016733313, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
image frames/000254.jpg send to server for detection,pyClient,240310,
frame_detection,pyClient,502654,
image frames/000186.jpg send to server for detection,pyClient,556007,
frame_detection,pyClient,494655,
image frames/000322.jpg send to server for detection,pyClient,257931,
image frames/001029.jpg send to server for detection,pyClient,260157,
frame_detection,pyClient,438902,
image frames/000948.jpg send to server for detection,pyClient,259786,
frame_detection,pyClient,470582,
detect,pyServer,172277,"[log(ts=1681508909716461, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508909786759, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508909786810, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508909817285, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508909887701, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508909887730, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
frame_detection,pyClient,457560,
image frames/000654.jpg post detection process,pyClient,87433,
image frames/000718.jpg send to server for detection,pyClient,218768,
image frames/000001.jpg post detection process,pyClient,97628,
frame_detection,pyClient,388807,
image frames/000726.jpg send to server for detection,pyClient,212840,
frame_detection,pyClient,435486,
frame_detection,pyClient,394157,
image frames/000699.jpg post detection process,pyClient,85983,
frame_detection,pyClient,472001,
frame_detection,pyClient,580224,
image frames/000015.jpg post detection process,pyClient,97528,
frame_detection,pyClient,459904,
detect,pyServer,74120,"[log(ts=1681509098384412, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681509098408885, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681509098408903, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681509098415532, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681509098457299, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681509098457336, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
image frames/000854.jpg post detection process,pyClient,87944,
detect,pyServer,170091,"[log(ts=1681508992590144, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508992606324, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508992606385, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508992638912, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508992754322, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508992754518, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
detecting image: frames/000724.jpg,pyClient,326557,
frame_detection,pyClient,486698,
frame_detection,pyClient,402551,
image frames/000009.jpg post detection process,pyClient,97669,
image frames/000773.jpg post detection process,pyClient,80292,
detecting image: frames/000949.jpg,pyClient,366907,
frame_detection,pyClient,417995,
detecting image: frames/000485.jpg,pyClient,372466,
frame_detection,pyClient,491751,
image frames/000972.jpg send to server for detection,pyClient,227793,
image frames/000552.jpg post detection process,pyClient,86492,
detecting image: frames/000169.jpg,pyClient,374204,
image frames/000943.jpg post detection process,pyClient,90406,
image frames/000840.jpg send to server for detection,pyClient,220469,
detect,pyServer,232681,"[log(ts=1681508736964874, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508737022801, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508737022893, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508737058937, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508737191992, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508737192108, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
image frames/000445.jpg send to server for detection,pyClient,273999,
frame_detection,pyClient,455147,
image frames/000868.jpg post detection process,pyClient,87021,
image frames/000184.jpg post detection process,pyClient,97730,
image frames/000868.jpg send to server for detection,pyClient,205418,
detect,pyServer,124442,"[log(ts=1681508876268338, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508876284794, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508876284855, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508876314822, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508876391642, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508876391675, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
detecting image: frames/000883.jpg,pyClient,324657,
image frames/000213.jpg post detection process,pyClient,94532,
detect,pyServer,98855,"[log(ts=1681508918267934, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508918289316, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508918289376, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508918322198, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508918365693, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508918365726, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
detect,pyServer,95463,"[log(ts=1681508681668529, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508681688831, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508681688865, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508681706667, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508681762703, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508681762743, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
image frames/001053.jpg post detection process,pyClient,89202,
detecting image: frames/000049.jpg,pyClient,377568,
frame_detection,pyClient,406614,
frame_detection,pyClient,416900,
image frames/000040.jpg post detection process,pyClient,96474,
detect,pyServer,135906,"[log(ts=1681508742509249, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508742570809, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508742570869, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508742603641, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508742644004, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508742644039, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
image frames/000188.jpg post detection process,pyClient,97711,
image frames/000068.jpg post detection process,pyClient,95912,
image frames/000092.jpg post detection process,pyClient,96667,
frame_detection,pyClient,521573,
image frames/000630.jpg send to server for detection,pyClient,231898,
image frames/000660.jpg post detection process,pyClient,86753,
detecting image: frames/000420.jpg,pyClient,390102,
frame_detection,pyClient,449929,
detect,pyServer,150480,"[log(ts=1681509012759003, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681509012814746, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681509012814822, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681509012851498, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681509012908333, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681509012908375, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
frame_detection,pyClient,460749,
frame_detection,pyClient,456014,
detecting image: frames/000233.jpg,pyClient,275151,
detect,pyServer,175085,"[log(ts=1681508891269149, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508891334769, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508891334851, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508891369764, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508891443141, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508891443176, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
frame_detection,pyClient,456941,
detecting image: frames/000993.jpg,pyClient,352191,
detecting image: frames/001101.jpg,pyClient,307023,
detect,pyServer,102272,"[log(ts=1681508962988234, fields=[keyvalue(key='message', value_type='string', value_string='decoding from base64', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508963009788, fields=[keyvalue(key='message', value_type='string', value_string='Buffer encoding time', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508963009810, fields=[keyvalue(key='message', value_type='string', value_string='numpy array to opencv image', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508963019916, fields=[keyvalue(key='message', value_type='string', value_string='send frame to model for detection', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508963089390, fields=[keyvalue(key='message', value_type='string', value_string='frame detection finished', value_bool=False, value_long=0, value_double=0.0, value_binary=None)]), log(ts=1681508963089426, fields=[keyvalue(key='message', value_type='string', value_string='end computation in detector', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
